id,name,country,birthday,weight,height,hand,backhand,turnedPro
gilles-simon/sd32,Gilles Simon,FRA,1984-12-27,70,183,right,two-handed,2002
marc-gicquel/g436,Marc Gicquel,FRA,1977-03-30,75,188,right,unknown,1999
benjamin-becker/b896,Benjamin Becker,GER,1981-06-16,72,178,right,two-handed,2005
janko-tipsarevic/t742,Janko Tipsarevic,SRB,1984-06-22,80,180,right,two-handed,2002
sergio-roitman/r388,Sergio Roitman,ARG,1979-05-16,79,185,right,unknown,1996
jan-hajek/h571,Jan Hajek,CZE,1983-08-07,80,180,right,two-handed,2000
martin-vassallo-arguello/v258,Martin Vassallo Arguello,ARG,1980-02-10,80,183,right,one-handed,1999
simon-greul/g511,Simon Greul,GER,1981-04-13,80,185,right,unknown,2000
robert-kendrick/k448,Robert Kendrick,USA,1979-11-15,86,191,right,two-handed,2000
frank-dancevic/d499,Frank Dancevic,CAN,1984-09-26,79,185,right,one-handed,2003
alessio-di-mauro/d330,Alessio Di Mauro,ITA,1977-08-09,71,185,left,unknown,1998
juan-martin-del-potro/d683,Juan Martin del Potro,ARG,1988-09-23,97,198,right,two-handed,2005
amer-delic/d438,Amer Delic,BIH,1982-06-30,93,196,right,one-handed,2003
igor-kunitsyn/k403,Igor Kunitsyn,RUS,1981-09-30,75,180,right,unknown,1999
nicolas-devilder/d469,Nicolas Devilder,FRA,1980-03-25,65,173,left,two-handed,2000
olivier-patience/p488,Olivier Patience,FRA,1980-03-25,75,180,right,unknown,1998
jo-wilfried-tsonga/t786,Jo-Wilfried Tsonga,FRA,1985-04-17,93,188,right,two-handed,2004
michael-berrer/b678,Michael Berrer,GER,1980-07-01,100,193,left,one-handed,1999
ernests-gulbis/g858,Ernests Gulbis,LAT,1988-08-30,85,191,right,two-handed,2004
sam-querrey/q927,Sam Querrey,USA,1987-10-07,95,198,right,two-handed,2006
dudi-sela/sc56,Dudi Sela,ISR,1985-04-04,65,175,right,one-handed,2002
werner-eschauer/e141,Werner Eschauer,AUT,1974-04-26,76,188,right,two-handed,1998
simone-bolelli/ba98,Simone Bolelli,ITA,1985-10-08,83,183,right,one-handed,2003
marin-cilic/c977,Marin Cilic,CRO,1988-09-28,89,198,right,two-handed,2005
peter-luczak/l515,Peter Luczak,AUS,1979-08-31,77,183,right,two-handed,2000
evgeny-korolev/k760,Evgeny Korolev,KAZ,1988-02-14,82,185,right,unknown,2005
alejandro-falla/f444,Alejandro Falla,COL,1983-11-14,77,185,left,two-handed,2000
steve-darcis/d632,Steve Darcis,BEL,1984-03-13,78,175,right,one-handed,2003
santiago-ventura/v251,Santiago Ventura,ESP,1980-01-05,78,183,right,two-handed,2001
mischa-zverev/z168,Mischa Zverev,GER,1987-08-22,88,191,left,two-handed,2005
diego-hartfield/h502,Diego Hartfield,ARG,1981-01-31,80,185,right,unknown,NaN
chris-guccione/g621,Chris Guccione,AUS,1985-07-30,92,201,left,one-handed,2003
fabio-fognini/f510,Fabio Fognini,ITA,1987-05-24,79,178,right,two-handed,2004
edouard-roger-vasselin/r613,Edouard Roger-Vasselin,FRA,1983-11-28,78,185,right,two-handed,2002
donald-young/y124,Donald Young,USA,1989-07-23,79,183,left,two-handed,2004
marcel-granollers/g710,Marcel Granollers,ESP,1986-04-12,80,191,right,two-handed,2003
viktor-troicki/t840,Viktor Troicki,SRB,1986-02-10,86,193,right,two-handed,2006
eduardo-schwank/se66,Eduardo Schwank,ARG,1986-04-23,83,183,right,two-handed,2005
kei-nishikori/n552,Kei Nishikori,JPN,1989-12-29,73,178,right,two-handed,2007
teymuraz-gabashvili/g681,Teymuraz Gabashvili,RUS,1985-05-23,83,185,right,two-handed,2001
philipp-petzschner/p624,Philipp Petzschner,GER,1984-03-24,77,185,right,one-handed,2001
ivan-navarro/n309,Ivan Navarro,ESP,1981-10-19,86,183,right,one-handed,2001
jeremy-chardy/ca12,Jeremy Chardy,FRA,1987-02-12,75,188,right,two-handed,2005
diego-junqueira/j214,Diego Junqueira,ARG,1980-12-28,72,178,left,unknown,2001
denis-gremelmayr/g512,Denis Gremelmayr,GER,1981-08-16,73,183,left,two-handed,2000
thomaz-bellucci/bd20,Thomaz Bellucci,BRA,1987-12-30,82,188,left,two-handed,2005
andrey-golubev/g806,Andrey Golubev,KAZ,1987-07-22,77,180,right,one-handed,2005
daniel-gimeno-traver/g676,Daniel Gimeno-Traver,ESP,1985-08-07,80,183,right,two-handed,2004
roko-karanusic/k371,Roko Karanusic,CRO,1982-09-05,75,183,right,two-handed,2000
sergiy-stakhovsky/sc77,Sergiy Stakhovsky,UKR,1986-01-06,80,193,right,one-handed,2003
john-isner/i186,John Isner,USA,1985-04-26,108,208,right,two-handed,2007
andreas-beck/ba86,Andreas Beck,GER,1986-02-05,89,191,left,two-handed,2003
horacio-zeballos/z184,Horacio Zeballos,ARG,1985-04-27,84,188,left,one-handed,2003
pablo-cuevas/c882,Pablo Cuevas,URU,1986-01-01,78,180,right,one-handed,2004
marco-chiudinelli/c582,Marco Chiudinelli,SUI,1981-09-10,85,185,right,two-handed,2000
maximo-gonzalez/g585,Maximo Gonzalez,ARG,1983-07-20,75,173,right,two-handed,2002
fred-gil/g717,Fred Gil,POR,1985-03-24,78,173,right,one-handed,2003
daniel-koellerer/k551,Daniel Koellerer,AUT,1983-08-17,80,180,right,unknown,2002
leonardo-mayer/md56,Leonardo Mayer,ARG,1987-05-15,80,191,right,one-handed,2003
rajeev-ram/r548,Rajeev Ram,USA,1984-03-18,84,193,right,one-handed,2004
lukas-lacko/l797,Lukas Lacko,SVK,1987-11-03,87,188,right,two-handed,2005
paolo-lorenzi/l503,Paolo Lorenzi,ITA,1981-12-15,78,183,right,two-handed,2003
daniel-brands/bc72,Daniel Brands,GER,1987-07-17,92,196,right,one-handed,2005
thiemo-de-bakker/d776,Thiemo de Bakker,NED,1988-09-19,83,193,right,two-handed,NaN
denis-istomin/i165,Denis Istomin,UZB,1986-09-07,85,188,right,two-handed,2004
alexandr-dolgopolov/d801,Alexandr Dolgopolov,UKR,1988-11-07,71,180,right,two-handed,2006
mikhail-kukushkin/k926,Mikhail Kukushkin,KAZ,1987-12-26,72,183,right,two-handed,2006
kevin-anderson/a678,Kevin Anderson,RSA,1986-05-18,94,203,right,two-handed,2007
santiago-giraldo/g725,Santiago Giraldo,COL,1987-11-27,75,188,right,two-handed,2004
robin-haase/h756,Robin Haase,NED,1987-04-06,77,191,right,two-handed,2005
tobias-kamke/k839,Tobias Kamke,GER,1986-05-21,76,178,right,two-handed,2004
lukasz-kubot/k540,Lukasz Kubot,POL,1982-05-16,88,191,right,two-handed,2002
pablo-andujar/a596,Pablo Andujar,ESP,1986-01-23,80,180,right,two-handed,2003
pere-riba/r750,Pere Riba,ESP,1988-04-07,78,183,right,two-handed,2004
illya-marchenko/me89,Illya Marchenko,UKR,1987-09-08,82,185,right,two-handed,2006
adrian-mannarino/me82,Adrian Mannarino,FRA,1988-06-29,79,180,left,two-handed,2004
brian-dabul/d556,Brian Dabul,ARG,1984-02-24,70,170,left,unknown,2001
michal-przysiezny/p701,Michal Przysiezny,POL,1984-02-16,84,185,right,unknown,2001
ricardas-berankis/be90,Ricardas Berankis,LTU,1990-06-21,77,175,right,two-handed,2007
ivan-dodig/d646,Ivan Dodig,CRO,1985-01-02,81,183,right,two-handed,2004
marsel-ilhan/k771,Marsel Ilhan,TUR,1987-06-11,80,191,right,two-handed,2006
dustin-brown/ba65,Dustin Brown,GER,1984-12-08,78,196,right,two-handed,2002
rui-machado/ma49,Rui Machado,POR,1984-04-10,70,178,right,two-handed,2002
milos-raonic/r975,Milos Raonic,CAN,1990-12-27,98,196,right,two-handed,2008
alex-bogomolov-jr./b842,Alex Bogomolov Jr.,RUS,1983-04-23,75,178,right,two-handed,2002
bernard-tomic/ta46,Bernard Tomic,AUS,1992-10-21,91,196,right,two-handed,2008
albert-ramos-vinolas/r772,Albert Ramos-Vinolas,ESP,1988-01-17,76,188,left,two-handed,2007
lukas-rosol/r685,Lukas Rosol,CZE,1985-07-24,83,193,right,two-handed,2004
ryan-sweeting/sg87,Ryan Sweeting,USA,1987-07-14,83,196,right,two-handed,2007
flavio-cipolla/c723,Flavio Cipolla,ITA,1983-10-20,74,173,right,one-handed,2003
grigor-dimitrov/d875,Grigor Dimitrov,BUL,1991-05-16,81,191,right,one-handed,2008
ryan-harrison/h940,Ryan Harrison,USA,1992-05-07,84,185,right,two-handed,2007
cedrik-marcel-stebe/sk94,Cedrik-Marcel Stebe,GER,1990-10-09,70,180,left,two-handed,2010
somdev-devvarman/d616,Somdev Devvarman,IND,1985-02-13,73,180,right,two-handed,2008
matthew-ebden/e690,Matthew Ebden,AUS,1987-11-26,80,188,right,two-handed,2006
blaz-kavcic/k834,Blaz Kavcic,SLO,1987-03-05,78,188,right,two-handed,2005
matthias-bachinger/bc65,Matthias Bachinger,GER,1987-04-02,86,188,right,two-handed,2005
benoit-paire/pd31,Benoit Paire,FRA,1989-05-08,80,196,right,two-handed,2007
eric-prodon/p487,Eric Prodon,FRA,1981-06-27,76,180,right,one-handed,2000
jerzy-janowicz/j397,Jerzy Janowicz,POL,1990-11-13,94,203,right,two-handed,2007
martin-klizan/k966,Martin Klizan,SVK,1989-07-11,85,191,left,two-handed,2007
david-goffin/gb88,David Goffin,BEL,1990-12-07,70,180,right,two-handed,2009
marinko-matosevic/me05,Marinko Matosevic,AUS,1985-08-08,86,193,right,two-handed,2003
grega-zemlja/z189,Grega Zemlja,SLO,1986-09-29,81,183,right,two-handed,2004
go-soeda/sc47,Go Soeda,JPN,1984-09-05,73,178,right,two-handed,2003
brian-baker/ba23,Brian Baker,USA,1985-04-30,77,191,right,two-handed,2003
igor-sijsling/sf36,Igor Sijsling,NED,1987-08-18,85,191,right,one-handed,2006
andrey-kuznetsov/kb54,Andrey Kuznetsov,RUS,1991-02-22,71,185,right,two-handed,2008
tatsuma-ito/i230,Tatsuma Ito,JPN,1988-05-18,75,180,right,two-handed,2006
roberto-bautista-agut/bd06,Roberto Bautista Agut,ESP,1988-04-14,75,183,right,two-handed,2005
evgeny-donskoy/d864,Evgeny Donskoy,RUS,1990-05-09,75,185,right,two-handed,2007
aljaz-bedene/bh09,Aljaz Bedene,SLO,1989-07-18,73,183,right,two-handed,2008
jurgen-zopp/z254,Jurgen Zopp,EST,1988-03-29,88,191,right,two-handed,2008
guillaume-rufin/ra17,Guillaume Rufin,FRA,1990-05-26,82,188,right,two-handed,2008
guido-pella/pc11,Guido Pella,ARG,1990-05-17,79,183,left,two-handed,2007
adrian-ungur/u061,Adrian Ungur,ROU,1985-01-22,73,178,right,one-handed,2003
vasek-pospisil/pd07,Vasek Pospisil,CAN,1990-06-23,88,193,right,two-handed,2007
joao-sousa/sh90,Joao Sousa,POR,1989-03-30,74,185,right,two-handed,2008
federico-delbonis/d874,Federico Delbonis,ARG,1990-10-05,90,193,left,two-handed,2007
pablo-carreno-busta/cd85,Pablo Carreno Busta,ESP,1991-07-12,78,188,right,two-handed,2009
kenny-de-schepper/d750,Kenny De Schepper,FRA,1987-05-29,100,203,left,one-handed,2010
jiri-vesely/v708,Jiri Vesely,CZE,1993-07-10,94,198,left,two-handed,2009
julian-reister/r782,Julian Reister,GER,1986-04-02,87,188,right,one-handed,2005
tim-smyczek/sf62,Tim Smyczek,USA,1987-12-30,73,175,right,two-handed,2006
alejandro-gonzalez/g892,Alejandro Gonzalez,COL,1989-02-07,83,191,right,two-handed,2006
aleksandr-nedovyesov/n503,Aleksandr Nedovyesov,KAZ,1987-02-15,81,193,right,two-handed,2005
bradley-klahn/ka98,Bradley Klahn,USA,1990-08-20,75,183,left,two-handed,2012
steve-johnson/j386,Steve Johnson,USA,1989-12-24,86,188,right,two-handed,2012
dominic-thiem/tb69,Dominic Thiem,AUT,1993-09-03,79,185,right,one-handed,2011
jack-sock/sm25,Jack Sock,USA,1992-09-24,88,191,right,two-handed,2011
nick-kyrgios/ke17,Nick Kyrgios,AUS,1995-04-27,85,193,right,two-handed,2013
jan-lennard-struff/sl28,Jan-Lennard Struff,GER,1990-04-25,92,193,right,two-handed,2009
diego-schwartzman/sm37,Diego Schwartzman,ARG,1992-08-16,64,170,right,two-handed,2010
dusan-lajovic/l987,Dusan Lajovic,SRB,1990-06-30,83,183,right,one-handed,2007
malek-jaziri/j267,Malek Jaziri,TUN,1984-01-20,83,185,right,two-handed,2003
victor-estrella-burgos/e224,Victor Estrella Burgos,DOM,1980-08-02,77,170,right,one-handed,2002
peter-gojowczyk/g967,Peter Gojowczyk,GER,1989-07-15,83,188,right,two-handed,2006
blaz-rola/ra51,Blaz Rola,SLO,1990-10-05,85,193,left,two-handed,2013
sam-groth/g940,Sam Groth,AUS,1987-10-19,100,193,right,one-handed,2006
andreas-haider-maurer/h804,Andreas Haider-Maurer,AUT,1987-03-22,89,191,right,two-handed,2005
joao-souza/sg64,Joao Souza,BRA,1988-05-27,92,193,right,two-handed,2006
filip-krajinovic/kb05,Filip Krajinovic,SRB,1992-02-27,75,185,right,two-handed,2008
borna-coric/cg80,Borna Coric,CRO,1996-11-14,85,188,right,two-handed,2013
hyeon-chung/ch27,Hyeon Chung,KOR,1996-05-19,89,188,right,two-handed,2014
denis-kudla/kb09,Denis Kudla,USA,1992-08-17,79,180,right,two-handed,2010
inigo-cervantes/ca33,Inigo Cervantes,ESP,1989-11-30,78,183,right,two-handed,2009
daniel-munoz-de-la-nava/m915,Daniel Munoz de la Nava,ESP,1982-01-29,75,175,left,two-handed,1999
lucas-pouille/pf39,Lucas Pouille,FRA,1994-02-23,84,185,right,two-handed,2012
thanasi-kokkinakis/kd46,Thanasi Kokkinakis,AUS,1996-04-10,84,193,right,two-handed,2013
damir-dzumhur/d923,Damir Dzumhur,BIH,1992-05-20,68,175,right,two-handed,2011
alexander-zverev/z355,Alexander Zverev,GER,1997-04-20,90,198,right,two-handed,2013
marco-cecchinato/cf01,Marco Cecchinato,ITA,1992-09-30,78,185,right,one-handed,2010
john-millman/mh30,John Millman,AUS,1989-06-14,79,183,right,two-handed,2006
yuki-bhambri/bf55,Yuki Bhambri,IND,1992-07-04,75,185,right,two-handed,2008
taro-daniel/da81,Taro Daniel,JPN,1993-01-27,80,191,right,two-handed,2010
kyle-edmund/e831,Kyle Edmund,GBR,1995-01-08,83,188,right,two-handed,2012
karen-khachanov/ke29,Karen Khachanov,RUS,1996-05-21,87,198,right,two-handed,2013
stephane-robert/r612,Stephane Robert,FRA,1980-05-17,77,185,right,two-handed,2001
facundo-bagnis/bf23,Facundo Bagnis,ARG,1990-02-27,82,183,left,two-handed,2008
daniel-evans/e687,Daniel Evans,GBR,1990-05-23,75,175,right,one-handed,2006
gerald-melzer/mi43,Gerald Melzer,AUT,1990-07-13,80,188,left,two-handed,2007
adam-pavlasek/pg32,Adam Pavlasek,CZE,1994-10-08,76,185,right,two-handed,2012
taylor-fritz/fb98,Taylor Fritz,USA,1997-10-28,86,193,right,two-handed,2015
pierre-hugues-herbert/h996,Pierre-Hugues Herbert,FRA,1991-03-18,75,188,right,two-handed,2010
jordan-thompson/tc61,Jordan Thompson,AUS,1994-04-20,82,183,right,two-handed,2013
gastao-elias/e698,Gastao Elias,POR,1990-11-24,76,180,right,two-handed,2008
thiago-monteiro/mj08,Thiago Monteiro,BRA,1994-05-31,78,183,left,two-handed,2011
renzo-olivo/o376,Renzo Olivo,ARG,1992-03-15,73,180,right,two-handed,2009
konstantin-kravchuk/k776,Konstantin Kravchuk,RUS,1985-02-23,80,191,right,two-handed,2004
nikoloz-basilashvili/bg23,Nikoloz Basilashvili,GEO,1992-02-23,79,185,right,two-handed,2008
radu-albot/a829,Radu Albot,MDA,1989-11-11,69,175,right,two-handed,2008
rogerio-dutra-silva/sc73,Rogerio Dutra Silva,BRA,1984-02-05,73,178,right,one-handed,2003
daniil-medvedev/mm58,Daniil Medvedev,RUS,1996-02-11,83,198,right,two-handed,2014
yoshihito-nishioka/n732,Yoshihito Nishioka,JPN,1995-09-27,64,170,left,two-handed,2014
andrey-rublev/re44,Andrey Rublev,RUS,1997-10-20,75,188,right,two-handed,2014
yuichi-sugita/se73,Yuichi Sugita,JPN,1988-09-18,72,175,right,two-handed,2006
denis-shapovalov/su55,Denis Shapovalov,CAN,1999-04-15,75,185,left,one-handed,2017
jared-donaldson/dc58,Jared Donaldson,USA,1996-10-09,75,188,right,two-handed,2014
thomas-fabbiano/f586,Thomas Fabbiano,ITA,1989-05-26,70,170,right,two-handed,2005
frances-tiafoe/td51,Frances Tiafoe,USA,1998-01-20,86,188,right,two-handed,2015
marton-fucsovics/f724,Marton Fucsovics,HUN,1992-02-08,82,188,right,two-handed,2010
laslo-djere/db63,Laslo Djere,SRB,1995-06-02,82,188,right,two-handed,2013
maximilian-marterer/mn13,Maximilian Marterer,GER,1995-06-15,77,188,left,two-handed,2015
stefanos-tsitsipas/te51,Stefanos Tsitsipas,GRE,1998-08-12,89,193,right,one-handed,2016
marius-copil/ca99,Marius Copil,ROU,1990-10-17,87,193,right,one-handed,2008
nicolas-kicker/kc29,Nicolas Kicker,ARG,1992-08-16,75,178,right,one-handed,2009
tennys-sandgren/sl08,Tennys Sandgren,USA,1991-07-22,88,188,right,two-handed,2011
alex-de-minaur/dh58,Alex de Minaur,AUS,1999-02-17,69,183,right,two-handed,2015
nicolas-jarry/j551,Nicolas Jarry,CHI,1995-10-11,90,198,right,two-handed,2014
matteo-berrettini/bk40,Matteo Berrettini,ITA,1996-04-12,95,196,right,two-handed,2015
roberto-carballes-baena/cf59,Roberto Carballes Baena,ESP,1993-03-23,77,183,right,two-handed,2011
mackenzie-mcdonald/mk66,Mackenzie McDonald,USA,1995-04-16,73,178,right,two-handed,2016
guido-andreozzi/a887,Guido Andreozzi,ARG,1991-08-05,78,183,right,two-handed,2010
jaume-munar/mu94,Jaume Munar,ESP,1997-05-05,76,183,right,two-handed,2014
cristian-garin/gd64,Cristian Garin,CHI,1996-05-30,85,185,right,two-handed,2011
jozef-kovalik/kc04,Jozef Kovalik,SVK,1992-11-04,82,183,right,two-handed,2010
hubert-hurkacz/hb71,Hubert Hurkacz,POL,1997-02-11,81,196,right,two-handed,2015
mirza-basic/be67,Mirza Basic,BIH,1991-07-12,88,188,right,two-handed,2012
cameron-norrie/n771,Cameron Norrie,GBR,1995-08-23,82,188,left,two-handed,2017
ilya-ivashka/i305,Ilya Ivashka,BLR,1994-02-24,84,193,right,two-handed,2013
reilly-opelka/o522,Reilly Opelka,USA,1997-08-28,102,211,right,two-handed,2015
felix-auger-aliassime/ag37,Felix Auger-Aliassime,CAN,2000-08-08,88,193,right,two-handed,2017
juan-ignacio-londero/lb84,Juan Ignacio Londero,ARG,1993-08-15,70,180,right,two-handed,2010
lorenzo-sonego/su87,Lorenzo Sonego,ITA,1995-05-11,76,191,right,two-handed,2013
casper-ruud/rh16,Casper Ruud,NOR,1998-12-22,77,183,right,two-handed,2015
alexander-bublik/bk92,Alexander Bublik,KAZ,1997-06-17,82,196,right,two-handed,2016
ugo-humbert/hh26,Ugo Humbert,FRA,1998-06-26,73,188,left,two-handed,2016
miomir-kecmanovic/ki95,Miomir Kecmanovic,SRB,1999-08-31,75,183,right,two-handed,2017
mikael-ymer/y268,Mikael Ymer,SWE,1998-09-09,75,183,right,two-handed,2015
hugo-dellien/da31,Hugo Dellien,BOL,1993-06-16,75,180,right,two-handed,2009
jannik-sinner/s0ag,Jannik Sinner,ITA,2001-08-16,76,188,right,two-handed,2018
yasutaka-uchiyama/u134,Yasutaka Uchiyama,JPN,1992-08-05,78,183,right,two-handed,2011
gregoire-barrere/bk24,Gregoire Barrere,FRA,1994-02-16,80,183,right,two-handed,2012
corentin-moutet/mw02,Corentin Moutet,FRA,1999-04-19,71,175,left,two-handed,2016
stefano-travaglia/ta12,Stefano Travaglia,ITA,1991-12-28,80,185,right,two-handed,2008
alejandro-davidovich-fokina/dh50,Alejandro Davidovich Fokina,ESP,1999-06-05,80,183,right,two-handed,2019
soonwoo-kwon/kf17,Soonwoo Kwon,KOR,1997-12-02,72,180,right,two-handed,2015
tommy-paul/pl56,Tommy Paul,USA,1997-05-17,82,185,right,two-handed,2015
dominik-koepfer/ke73,Dominik Koepfer,GER,1994-04-29,79,180,left,two-handed,2016
salvatore-caruso/ce25,Salvatore Caruso,ITA,1992-12-15,80,185,right,two-handed,2010
alexei-popyrin/p09z,Alexei Popyrin,AUS,1999-08-05,78,196,right,two-handed,2017
egor-gerasimov/gc89,Egor Gerasimov,BLR,1992-11-11,86,196,right,two-handed,2010
lloyd-harris/hg86,Lloyd Harris,RSA,1997-02-24,80,193,right,two-handed,2015
james-duckworth/d994,James Duckworth,AUS,1992-01-21,82,183,right,two-handed,2010
marcos-giron/gc88,Marcos Giron,USA,1993-07-24,77,180,right,two-handed,2014
pedro-martinez/mo44,Pedro Martinez,ESP,1997-04-26,76,185,right,two-handed,2016
emil-ruusuvuori/rh24,Emil Ruusuvuori,FIN,1999-04-02,79,188,right,two-handed,2018
norbert-gombos/gb93,Norbert Gombos,SVK,1990-08-13,85,193,right,two-handed,2009
federico-coria/ce77,Federico Coria,ARG,1992-03-09,73,180,right,two-handed,2010
attila-balazs/bd80,Attila Balazs,HUN,1988-09-27,78,180,right,two-handed,2006
dennis-novak/db59,Dennis Novak,AUT,1993-08-28,80,183,right,two-handed,2011
yannick-hanfmann/h997,Yannick Hanfmann,GER,1991-11-13,86,193,right,two-handed,2015
gianluca-mager/ml57,Gianluca Mager,ITA,1994-12-01,77,188,right,two-handed,2013
aslan-karatsev/kc56,Aslan Karatsev,RUS,1993-09-04,85,185,right,two-handed,NaN
sebastian-korda/k0ah,Sebastian Korda,USA,2000-07-05,77,196,right,two-handed,2018