year,month,decimal date,average,interpolated,trend,ndays,foo
1989,5,1989.3750,355.95,352.78,27,0.49,0.18
1989,6,1989.4583,355.44,353.06,26,0.42,0.16
1989,7,1989.5417,354.05,353.38,26,0.41,0.15
1989,8,1989.6250,351.84,353.43,25,0.48,0.18
1989,9,1989.7083,350.09,353.37,24,0.69,0.27
1989,10,1989.7917,350.33,353.57,25,0.34,0.13
1989,11,1989.8750,351.55,353.68,27,0.36,0.13
1989,12,1989.9583,352.91,353.84,27,0.48,0.18
1990,1,1990.0417,353.86,353.78,25,0.34,0.13
1990,2,1990.1250,355.10,354.37,28,0.66,0.24
1990,3,1990.2083,355.75,354.27,27,0.57,0.21
1990,4,1990.2917,356.38,353.76,28,0.55,0.20
1990,5,1990.3750,357.38,354.23,28,0.30,0.11
1990,6,1990.4583,356.39,354.02,29,0.40,0.14
1990,7,1990.5417,354.89,354.24,30,0.89,0.31
1990,8,1990.6250,353.06,354.68,22,0.62,0.25
1990,9,1990.7083,351.38,354.69,27,0.72,0.26
1990,10,1990.7917,351.69,354.94,28,0.30,0.11
1990,11,1990.8750,353.14,355.18,24,0.20,0.08
1990,12,1990.9583,354.41,355.26,28,0.51,0.19
1991,1,1991.0417,354.93,354.90,28,0.51,0.18
1991,2,1991.1250,355.82,355.11,26,0.54,0.20
1991,3,1991.2083,357.33,355.79,30,0.73,0.25
1991,4,1991.2917,358.77,356.13,30,0.66,0.23
1991,5,1991.3750,359.23,356.10,29,0.52,0.19
1991,6,1991.4583,358.23,355.88,29,0.30,0.11
1991,7,1991.5417,356.30,355.69,24,0.46,0.18
1991,8,1991.6250,353.97,355.60,23,0.39,0.15
1991,9,1991.7083,352.34,355.66,27,0.37,0.14
1991,10,1991.7917,352.43,355.69,27,0.25,0.09
1991,11,1991.8750,353.89,355.87,28,0.25,0.09
1991,12,1991.9583,355.21,356.02,30,0.34,0.12
1992,1,1992.0417,356.34,356.29,31,0.60,0.21
1992,2,1992.1250,357.21,356.47,27,0.56,0.21
1992,3,1992.2083,357.97,356.38,24,0.72,0.28
1992,4,1992.2917,359.22,356.51,27,0.53,0.20
1992,5,1992.3750,359.71,356.52,26,0.74,0.28
1992,6,1992.4583,359.43,357.07,30,0.49,0.17
1992,7,1992.5417,357.15,356.58,25,0.63,0.24
1992,8,1992.6250,354.99,356.67,24,0.62,0.24
1992,9,1992.7083,353.01,356.36,25,0.98,0.38
1992,10,1992.7917,353.41,356.72,29,0.56,0.20
1992,11,1992.8750,354.42,356.48,29,0.34,0.12
1992,12,1992.9583,355.68,356.50,31,0.32,0.11
1993,1,1993.0417,357.10,357.06,28,0.58,0.21
1993,2,1993.1250,357.42,356.54,28,0.49,0.18
1993,3,1993.2083,358.59,356.88,30,0.72,0.25
1993,4,1993.2917,359.39,356.71,25,0.53,0.20
1993,5,1993.3750,360.30,357.14,30,0.45,0.16
1993,6,1993.4583,359.64,357.24,28,0.35,0.13
1993,7,1993.5417,357.46,356.87,25,0.78,0.30
1993,8,1993.6250,355.76,357.44,27,0.62,0.23
1993,9,1993.7083,354.14,357.51,23,0.73,0.29
1993,10,1993.7917,354.23,357.61,28,0.29,0.11
1993,11,1993.8750,355.53,357.65,29,0.26,0.09
1993,12,1993.9583,357.03,357.92,29,0.28,0.10
1994,1,1994.0417,358.36,358.25,27,0.33,0.12
1994,2,1994.1250,359.04,358.21,25,0.50,0.19
1994,3,1994.2083,360.11,358.41,29,0.82,0.29
1994,4,1994.2917,361.36,358.59,28,0.50,0.18
1994,5,1994.3750,361.78,358.59,30,0.45,0.16
1994,6,1994.4583,360.94,358.57,27,0.30,0.11
1994,7,1994.5417,359.51,358.91,31,0.41,0.14
1994,8,1994.6250,357.59,359.29,24,0.43,0.17
1994,9,1994.7083,355.86,359.30,24,0.58,0.23
1994,10,1994.7917,356.21,359.63,28,0.28,0.10
1994,11,1994.8750,357.65,359.80,28,0.51,0.18
1994,12,1994.9583,359.10,359.96,28,0.46,0.17
1995,1,1995.0417,360.04,359.91,30,0.47,0.16
1995,2,1995.1250,361.00,360.18,28,0.52,0.19
1995,3,1995.2083,361.98,360.37,29,0.78,0.28
1995,4,1995.2917,363.44,360.76,29,0.65,0.23
1995,5,1995.3750,363.83,360.73,29,0.66,0.24
1995,6,1995.4583,363.33,360.98,27,0.37,0.14
1995,7,1995.5417,361.78,361.10,28,0.36,0.13
1995,8,1995.6250,359.33,360.93,24,0.70,0.28
1995,9,1995.7083,358.32,361.71,24,0.68,0.26
1995,10,1995.7917,358.14,361.52,29,0.26,0.09
1995,11,1995.8750,359.61,361.75,26,0.24,0.09
1995,12,1995.9583,360.82,361.67,30,0.36,0.12
1996,1,1996.0417,362.20,361.98,29,0.38,0.13
1996,2,1996.1250,363.36,362.47,28,0.55,0.20
1996,3,1996.2083,364.28,362.65,28,0.67,0.24
1996,4,1996.2917,364.69,361.99,29,0.59,0.21
1996,5,1996.3750,365.25,362.23,30,0.57,0.20
1996,6,1996.4583,365.06,362.82,30,0.38,0.13
1996,7,1996.5417,363.69,362.98,31,0.32,0.11
1996,8,1996.6250,361.55,363.13,27,0.49,0.18
1996,9,1996.7083,359.69,363.14,25,0.75,0.29
1996,10,1996.7917,359.72,363.12,29,0.32,0.11
1996,11,1996.8750,361.04,363.18,29,0.29,0.10
1996,12,1996.9583,362.39,363.23,29,0.36,0.13
1997,1,1997.0417,363.24,363.03,31,0.40,0.14
1997,2,1997.1250,364.21,363.40,28,0.62,0.22
1997,3,1997.2083,364.65,363.02,31,0.40,0.14
1997,4,1997.2917,366.49,363.82,21,0.46,0.19
1997,5,1997.3750,366.77,363.87,29,0.53,0.19
1997,6,1997.4583,365.73,363.56,27,0.23,0.09
1997,7,1997.5417,364.46,363.74,24,0.47,0.18
1997,8,1997.6250,362.40,363.98,25,0.57,0.22
1997,9,1997.7083,360.44,363.83,26,0.63,0.24
1997,10,1997.7917,360.98,364.28,27,0.32,0.12
1997,11,1997.8750,362.65,364.71,30,0.31,0.11
1997,12,1997.9583,364.51,365.28,30,0.41,0.14
1998,1,1998.0417,365.39,365.19,30,0.43,0.15
1998,2,1998.1250,366.10,365.29,28,0.62,0.23
1998,3,1998.2083,367.36,365.73,31,0.82,0.28
1998,4,1998.2917,368.79,366.17,29,0.63,0.22
1998,5,1998.3750,369.56,366.68,30,0.77,0.27
1998,6,1998.4583,369.13,366.95,28,0.24,0.09
1998,7,1998.5417,367.98,367.29,23,0.65,0.26
1998,8,1998.6250,366.10,367.69,30,0.30,0.10
1998,9,1998.7083,364.16,367.51,28,0.40,0.14
1998,10,1998.7917,364.54,367.82,30,0.26,0.09
1998,11,1998.8750,365.67,367.70,23,0.25,0.10
1998,12,1998.9583,367.30,368.05,26,0.36,0.14
1999,1,1999.0417,368.35,368.13,27,0.47,0.17
1999,2,1999.1250,369.28,368.46,21,0.47,0.20
1999,3,1999.2083,369.84,368.24,25,0.81,0.31
1999,4,1999.2917,371.15,368.62,29,0.67,0.24
1999,5,1999.3750,371.12,368.31,26,0.59,0.22
1999,6,1999.4583,370.46,368.30,26,0.44,0.16
1999,7,1999.5417,369.61,368.93,27,0.63,0.23
1999,8,1999.6250,367.06,368.63,25,0.38,0.14
1999,9,1999.7083,364.95,368.28,28,0.74,0.27
1999,10,1999.7917,365.52,368.80,31,0.28,0.10
1999,11,1999.8750,366.88,368.86,28,0.25,0.09
1999,12,1999.9583,368.26,368.93,26,0.29,0.11
2000,1,2000.0417,369.45,369.24,26,0.48,0.18
2000,2,2000.1250,369.71,368.98,19,0.48,0.21
2000,3,2000.2083,370.75,369.24,30,0.47,0.16
2000,4,2000.2917,371.98,369.44,27,0.58,0.21
2000,5,2000.3750,371.75,368.87,28,0.53,0.19
2000,6,2000.4583,371.87,369.66,28,0.24,0.09
2000,7,2000.5417,370.02,369.36,25,0.31,0.12
2000,8,2000.6250,368.27,369.87,27,0.42,0.15
2000,9,2000.7083,367.15,370.46,25,0.36,0.14
2000,10,2000.7917,367.18,370.42,30,0.27,0.09
2000,11,2000.8750,368.53,370.48,25,0.30,0.12
2000,12,2000.9583,369.83,370.46,30,0.38,0.13
2001,1,2001.0417,370.76,370.60,30,0.56,0.20
2001,2,2001.1250,371.69,370.95,26,0.61,0.23
2001,3,2001.2083,372.63,371.06,26,0.46,0.17
2001,4,2001.2917,373.55,370.99,29,0.56,0.20
2001,5,2001.3750,374.03,371.11,24,0.41,0.16
2001,6,2001.4583,373.40,371.17,26,0.37,0.14
2001,7,2001.5417,371.68,371.08,25,0.62,0.24
2001,8,2001.6250,369.78,371.39,27,0.60,0.22
2001,9,2001.7083,368.34,371.61,28,0.49,0.18
2001,10,2001.7917,368.61,371.85,31,0.33,0.11
2001,11,2001.8750,369.94,371.92,24,0.24,0.09
2001,12,2001.9583,371.42,372.09,29,0.40,0.14
2002,1,2002.0417,372.70,372.48,28,0.52,0.19
2002,2,2002.1250,373.37,372.49,28,0.66,0.24
2002,3,2002.2083,374.30,372.61,24,0.62,0.24
2002,4,2002.2917,375.19,372.54,29,0.55,0.19
2002,5,2002.3750,375.93,372.98,29,0.57,0.20
2002,6,2002.4583,375.69,373.46,28,0.46,0.17
2002,7,2002.5417,374.16,373.58,25,0.47,0.18
2002,8,2002.6250,372.03,373.70,28,0.65,0.24
2002,9,2002.7083,370.93,374.29,23,0.74,0.30
2002,10,2002.7917,370.73,374.06,31,0.62,0.21
2002,11,2002.8750,372.43,374.52,29,0.43,0.15
2002,12,2002.9583,373.98,374.72,31,0.46,0.16
2003,1,2003.0417,375.07,374.82,30,0.51,0.18
2003,2,2003.1250,375.82,374.95,27,0.58,0.21
2003,3,2003.2083,376.64,374.99,28,0.63,0.23
2003,4,2003.2917,377.92,375.24,27,0.37,0.14
2003,5,2003.3750,378.78,375.73,30,0.78,0.27
2003,6,2003.4583,378.46,376.21,25,0.39,0.15
2003,7,2003.5417,376.88,376.37,29,0.70,0.25
2003,8,2003.6250,374.57,376.27,23,0.57,0.23
2003,9,2003.7083,373.34,376.65,25,0.37,0.14
2003,10,2003.7917,373.31,376.65,30,0.33,0.12
2003,11,2003.8750,374.84,376.99,26,0.45,0.17
2003,12,2003.9583,376.17,376.93,27,0.40,0.15
2004,1,2004.0417,377.17,376.96,30,0.45,0.16
2004,2,2004.1250,378.05,377.19,29,0.74,0.26
2004,3,2004.2083,379.06,377.40,27,0.84,0.31
2004,4,2004.2917,380.54,377.80,26,0.52,0.19
2004,5,2004.3750,380.80,377.66,28,0.61,0.22
2004,6,2004.4583,379.87,377.57,21,0.47,0.19
2004,7,2004.5417,377.65,377.12,25,0.50,0.19
2004,8,2004.6250,376.17,377.90,16,0.45,0.21
2004,9,2004.7083,374.43,377.80,15,0.56,0.28
2004,10,2004.7917,374.63,378.00,29,0.19,0.07
2004,11,2004.8750,376.33,378.49,29,0.62,0.22
2004,12,2004.9583,377.68,378.48,30,0.29,0.10
2005,1,2005.0417,378.63,378.37,31,0.32,0.11
2005,2,2005.1250,379.91,379.10,24,0.60,0.24
2005,3,2005.2083,380.95,379.45,26,1.16,0.44
2005,4,2005.2917,382.48,379.84,26,0.53,0.20
2005,5,2005.3750,382.64,379.49,31,0.61,0.21
2005,6,2005.4583,382.40,380.07,28,0.21,0.08
2005,7,2005.5417,380.93,380.38,29,0.38,0.13
2005,8,2005.6250,378.93,380.61,26,0.53,0.20
2005,9,2005.7083,376.89,380.20,27,0.51,0.19
2005,10,2005.7917,377.19,380.50,14,0.15,0.08
2005,11,2005.8750,378.54,380.69,23,0.45,0.18
2005,12,2005.9583,380.31,381.09,26,0.39,0.15
2006,1,2006.0417,381.58,381.33,24,0.31,0.12
2006,2,2006.1250,382.40,381.58,25,0.51,0.20
2006,3,2006.2083,382.86,381.32,29,0.55,0.20
2006,4,2006.2917,384.80,382.11,25,0.49,0.19
2006,5,2006.3750,385.22,382.06,24,0.45,0.17
2006,6,2006.4583,384.24,381.93,28,0.43,0.16
2006,7,2006.5417,382.65,382.10,24,0.32,0.12
2006,8,2006.6250,380.60,382.27,27,0.47,0.17
2006,9,2006.7083,379.04,382.35,25,0.42,0.16
2006,10,2006.7917,379.33,382.66,23,0.40,0.16
2006,11,2006.8750,380.35,382.52,29,0.39,0.14
2006,12,2006.9583,382.02,382.84,27,0.38,0.14
2007,1,2007.0417,383.10,382.88,24,0.76,0.30
2007,2,2007.1250,384.12,383.22,21,0.81,0.34
2007,3,2007.2083,384.81,383.17,27,0.63,0.23
2007,4,2007.2917,386.73,383.95,25,0.76,0.29
2007,5,2007.3750,386.78,383.56,29,0.64,0.23
2007,6,2007.4583,386.33,384.06,26,0.42,0.16
2007,7,2007.5417,384.73,384.25,27,0.44,0.16
2007,8,2007.6250,382.24,383.95,22,0.64,0.26
2007,9,2007.7083,381.20,384.56,21,0.45,0.19
2007,10,2007.7917,381.37,384.72,29,0.19,0.07
2007,11,2007.8750,382.70,384.90,30,0.31,0.11
2007,12,2007.9583,384.19,385.07,22,0.34,0.14
2008,1,2008.0417,385.78,385.54,31,0.56,0.19
2008,2,2008.1250,386.06,385.20,26,0.58,0.22
2008,3,2008.2083,386.28,384.72,30,0.60,0.21
2008,4,2008.2917,387.33,384.71,22,1.19,0.49
2008,5,2008.3750,388.78,385.69,25,0.57,0.22
2008,6,2008.4583,387.99,385.68,23,0.49,0.20
2008,7,2008.5417,386.61,386.04,10,0.96,0.58
2008,8,2008.6250,384.32,385.98,25,0.66,0.25
2008,9,2008.7083,383.41,386.68,27,0.34,0.12
2008,10,2008.7917,383.21,386.49,23,0.27,0.11
2008,11,2008.8750,384.41,386.59,28,0.29,0.11
2008,12,2008.9583,385.79,386.64,29,0.27,0.10
2009,1,2009.0417,387.17,386.86,30,0.38,0.13
2009,2,2009.1250,387.70,386.81,26,0.49,0.18
2009,3,2009.2083,389.04,387.54,28,0.68,0.25
2009,4,2009.2917,389.76,387.15,29,0.85,0.30
2009,5,2009.3750,390.36,387.24,30,0.51,0.18
2009,6,2009.4583,389.70,387.46,29,0.60,0.21
2009,7,2009.5417,388.25,387.77,22,0.31,0.13
2009,8,2009.6250,386.29,387.99,28,0.62,0.22
2009,9,2009.7083,384.95,388.22,28,0.56,0.20
2009,10,2009.7917,384.64,387.88,30,0.31,0.11
2009,11,2009.8750,386.23,388.36,30,0.29,0.10
2009,12,2009.9583,387.63,388.43,20,0.47,0.20
2010,1,2010.0417,388.91,388.62,30,0.92,0.32
2010,2,2010.1250,390.41,389.47,20,1.31,0.56
2010,3,2010.2083,391.37,389.85,25,1.05,0.40
2010,4,2010.2917,392.67,390.12,26,0.65,0.24
2010,5,2010.3750,393.21,390.09,29,0.65,0.23
2010,6,2010.4583,392.38,390.10,28,0.42,0.15
2010,7,2010.5417,390.41,389.93,29,0.47,0.17
2010,8,2010.6250,388.54,390.21,26,0.41,0.16
2010,9,2010.7083,387.03,390.32,29,0.55,0.19
2010,10,2010.7917,387.43,390.72,31,0.27,0.09
2010,11,2010.8750,388.87,390.99,29,0.42,0.15
2010,12,2010.9583,389.99,390.80,29,0.47,0.17
2011,1,2011.0417,391.50,391.20,29,0.88,0.31
2011,2,2011.1250,392.05,391.12,28,0.47,0.17
2011,3,2011.2083,392.80,391.28,29,0.97,0.35
2011,4,2011.2917,393.44,390.84,28,0.73,0.26
2011,5,2011.3750,394.41,391.24,29,0.93,0.33
2011,6,2011.4583,393.95,391.65,28,0.45,0.16
2011,7,2011.5417,392.72,392.24,26,0.71,0.26
2011,8,2011.6250,390.33,392.03,27,0.42,0.15
2011,9,2011.7083,389.28,392.60,26,0.31,0.12
2011,10,2011.7917,389.19,392.52,30,0.17,0.06
2011,11,2011.8750,390.48,392.63,28,0.26,0.10
2011,12,2011.9583,392.06,392.86,26,0.37,0.14
2012,1,2012.0417,393.31,393.08,30,0.77,0.27
2012,2,2012.1250,394.04,393.21,26,1.19,0.45
2012,3,2012.2083,394.59,393.00,30,0.63,0.22
2012,4,2012.2917,396.38,393.65,29,0.59,0.21
2012,5,2012.3750,396.93,393.73,30,0.50,0.17
2012,6,2012.4583,395.91,393.64,28,0.59,0.21
2012,7,2012.5417,394.56,394.12,26,0.30,0.11
2012,8,2012.6250,392.59,394.36,30,0.52,0.18
2012,9,2012.7083,391.32,394.74,26,0.42,0.16
2012,10,2012.7917,391.27,394.63,28,0.23,0.08
2012,11,2012.8750,393.20,395.24,29,0.53,0.19
2012,12,2012.9583,394.57,395.27,29,0.44,0.16
2013,1,2013.0417,395.78,395.63,28,0.60,0.22
2013,2,2013.1250,397.03,396.24,25,0.57,0.22
2013,3,2013.2083,397.66,396.08,30,0.71,0.25
2013,4,2013.2917,398.64,395.80,22,0.59,0.24
2013,5,2013.3750,400.02,396.65,28,0.37,0.13
2013,6,2013.4583,398.81,396.48,26,0.43,0.16
2013,7,2013.5417,397.51,397.12,21,0.52,0.22
2013,8,2013.6250,395.39,397.26,27,0.45,0.16
2013,9,2013.7083,393.72,397.24,26,0.35,0.13
2013,10,2013.7917,393.90,397.24,28,0.16,0.06
2013,11,2013.8750,395.36,397.34,30,0.60,0.21
2013,12,2013.9583,397.03,397.78,30,0.48,0.17
2014,1,2014.0417,398.04,397.74,31,0.49,0.17
2014,2,2014.1250,398.27,397.46,27,0.51,0.19
2014,3,2014.2083,399.91,398.38,22,0.84,0.34
2014,4,2014.2917,401.51,398.64,26,0.50,0.19
2014,5,2014.3750,401.96,398.57,22,0.51,0.21
2014,6,2014.4583,401.43,399.11,28,0.36,0.13
2014,7,2014.5417,399.38,398.95,25,0.56,0.21
2014,8,2014.6250,397.32,399.20,21,0.22,0.09
2014,9,2014.7083,395.64,399.20,21,0.56,0.24
2014,10,2014.7917,396.29,399.69,24,0.75,0.29
2014,11,2014.8750,397.55,399.63,27,0.38,0.14
2014,12,2014.9583,399.15,399.88,29,0.61,0.22
2015,1,2015.0417,400.18,399.92,30,0.55,0.19
2015,2,2015.1250,400.55,399.78,28,0.63,0.23
2015,3,2015.2083,401.74,400.23,24,1.02,0.40
2015,4,2015.2917,403.35,400.47,26,0.86,0.32
2015,5,2015.3750,404.15,400.71,30,0.32,0.11
2015,6,2015.4583,402.97,400.66,29,0.47,0.17
2015,7,2015.5417,401.46,401.10,24,0.57,0.22
2015,8,2015.6250,399.11,401.03,28,0.74,0.27
2015,9,2015.7083,397.82,401.43,25,0.32,0.12
2015,10,2015.7917,398.49,401.88,28,0.56,0.20
2015,11,2015.8750,400.27,402.22,25,0.58,0.22
2015,12,2015.9583,402.06,402.72,30,0.67,0.23
2016,1,2016.0417,402.73,402.46,27,0.56,0.21
2016,2,2016.1250,404.25,403.41,25,1.11,0.43
2016,3,2016.2083,405.06,403.55,28,0.81,0.29
2016,4,2016.2917,407.60,404.78,23,1.04,0.41
2016,5,2016.3750,407.90,404.42,29,0.50,0.18
2016,6,2016.4583,406.99,404.59,26,0.60,0.23
2016,7,2016.5417,404.59,404.23,28,0.88,0.32
2016,8,2016.6250,402.45,404.40,24,0.60,0.23
2016,9,2016.7083,401.23,404.85,25,0.44,0.17
2016,10,2016.7917,401.79,405.22,29,0.30,0.11
2016,11,2016.8750,403.72,405.73,27,0.72,0.26
2016,12,2016.9583,404.64,405.33,29,0.44,0.16
2017,1,2017.0417,406.36,406.05,27,0.68,0.25
2017,2,2017.1250,406.66,405.82,26,0.71,0.27
2017,3,2017.2083,407.53,406.06,24,1.03,0.40
2017,4,2017.2917,409.22,406.38,26,0.86,0.32
2017,5,2017.3750,409.89,406.38,27,0.57,0.21
2017,6,2017.4583,409.08,406.69,26,0.54,0.20
2017,7,2017.5417,407.33,407.00,28,0.61,0.22
2017,8,2017.6250,405.32,407.29,29,0.32,0.12
2017,9,2017.7083,403.57,407.16,26,0.37,0.14
2017,10,2017.7917,403.82,407.21,27,0.30,0.11
2017,11,2017.8750,405.31,407.34,26,0.41,0.15
2017,12,2017.9583,407.00,407.71,31,0.57,0.20
2018,1,2018.0417,408.15,407.88,29,0.55,0.19
2018,2,2018.1250,408.52,407.71,28,0.52,0.19
2018,3,2018.2083,409.59,408.08,29,0.65,0.23
2018,4,2018.2917,410.45,407.64,21,0.90,0.38
2018,5,2018.3750,411.44,408.03,24,0.86,0.33
2018,6,2018.4583,410.99,408.61,29,0.61,0.22
2018,7,2018.5417,408.90,408.50,27,0.46,0.17
2018,8,2018.6250,407.16,409.07,31,0.28,0.10
2018,9,2018.7083,405.71,409.27,29,0.45,0.16
2018,10,2018.7917,406.19,409.58,30,0.32,0.11
2018,11,2018.8750,408.21,410.24,24,0.56,0.22
2018,12,2018.9583,409.27,409.98,30,0.50,0.17
2019,1,2019.0417,411.03,410.77,26,1.26,0.47
2019,2,2019.1250,411.96,411.15,27,1.14,0.42
2019,3,2019.2083,412.18,410.67,28,1.12,0.40
2019,4,2019.2917,413.54,410.74,27,0.60,0.22
2019,5,2019.3750,414.86,411.45,28,0.50,0.18
2019,6,2019.4583,414.16,411.78,27,0.36,0.13
2019,7,2019.5417,411.97,411.57,25,0.82,0.31
2019,8,2019.6250,410.18,412.09,29,0.33,0.12
2019,9,2019.7083,408.76,412.32,30,0.38,0.13
2019,10,2019.7917,408.75,412.14,29,0.31,0.11
2019,11,2019.8750,410.48,412.50,26,0.40,0.15
2019,12,2019.9583,411.98,412.69,31,0.40,0.14
2020,1,2020.0417,413.61,413.34,29,0.73,0.26
2020,2,2020.1250,414.34,413.52,28,0.69,0.25
2020,3,2020.2083,414.74,413.23,26,0.33,0.12
2020,4,2020.2917,416.45,413.64,28,0.66,0.24
2020,5,2020.3750,417.31,413.90,27,0.61,0.23
2020,6,2020.4583,416.60,414.22,27,0.44,0.16
2020,7,2020.5417,414.62,414.22,30,0.55,0.19
2020,8,2020.6250,412.78,414.69,25,0.25,0.10
2020,9,2020.7083,411.52,415.08,29,0.31,0.11
2020,10,2020.7917,411.51,414.89,30,0.22,0.08
2020,11,2020.8750,413.12,415.15,27,0.81,0.30
2020,12,2020.9583,414.26,414.96,30,0.47,0.17
2021,1,2021.0417,415.52,415.25,29,0.44,0.16
2021,2,2021.1250,416.75,415.94,28,1.02,0.37
2021,3,2021.2083,417.64,416.14,28,0.86,0.31
2021,4,2021.2917,419.05,416.24,24,1.12,0.44
2021,5,2021.3750,419.13,415.71,28,0.90,0.33
2021,6,2021.4583,418.94,416.56,28,0.65,0.23
